"id","csrd_id","csrd_name","csrd_appendix_b","csrd_appendix_c_less_then_750","csrd_appendix_c_more_then_750","csrd_sheet_name","csrd_conditional_or_alternative_dp","csrd_data_type","csrd_dr","csrd_esrs","csrd_may_v","csrd_paragraph","csrd_related_ar"
"__export__.document_csrd_922_4da073c5","s2.sbm-3_01","all value chain workers  who can be materially impacted by undertaking are included in scope of disclosure under esrs 2","","2 years","","ESRS S2","","semi-narrative","s2.sbm-3","s2","","11","ar 6 - ar 7"
"__export__.document_csrd_923_45c9969b","s2.sbm-3_02","description of types of value chain workers subject to material impacts","","2 years","","ESRS S2","","narrative","s2.sbm-3","s2","","11 a",""
"__export__.document_csrd_924_dc7a4754","s2.sbm-3_03","type of value chain workers subject to material impacts by own operations or through value chain","","2 years","","ESRS S2","","semi-narrative","s2.sbm-3","s2","","11 a i-v",""
"__export__.document_csrd_925_51259c19","s2.sbm-3_04","disclosure of geographies or commodities for which there is significant risk of child labour, or of forced or compulsory labour, among workers in undertaking’s value chain","sfdr","2 years","","ESRS S2","","narrative","s2.sbm-3","s2","","11 b",""
"__export__.document_csrd_926_87b4f70c","s2.sbm-3_05","material negative impacts occurrence (value chain workers)","","2 years","","ESRS S2","conditional","semi-narrative","s2.sbm-3","s2","","11 c",""
"__export__.document_csrd_927_9290d8cc","s2.sbm-3_06","description of activities that result in positive impacts and types of value chain workers  that are positively affected or could be positively affected","","2 years","","ESRS S2","conditional","narrative","s2.sbm-3","s2","","11 d",""
"__export__.document_csrd_928_afa4475d","s2.sbm-3_07","description of material risks and opportunities arising from impacts and dependencies on  value chain workers","","2 years","","ESRS S2","","narrative","s2.sbm-3","s2","","11 e",""
"__export__.document_csrd_929_ea8ba49e","s2.sbm-3_08","disclosure of whether and how the undertaking has developed an understanding of how workers with particular characteristics, those working in particular contexts, or those undertaking particular activities may be at greater risk of harm.","","2 years","","ESRS S2","","narrative","s2.sbm-3","s2","","12","ar 8"
"__export__.document_csrd_930_4abe59c3","s2.sbm-3_09","disclosure of which of material risks and opportunities arising from impacts and dependencies on value chain workers  are impacts on specific groups","","2 years","","ESRS S2","","narrative","s2.sbm-3","s2","","13","ar 9"
"__export__.document_csrd_931_81ee97d7","s2.mdr-p_01-06","policies to manage material impacts, risks and opportunities related to value chain workers [see esrs 2 mdr-p]","","2 years","","ESRS S2","","mdr-p","s2-1","s2","","16","ar 10, ar 13"
"__export__.document_csrd_932_0e8654fa","s2-1_01","description of relevant human rights policy commitments relevant to value chain workers","sfdr","2 years","","ESRS S2","","narrative","s2-1","s2","","17",""
"__export__.document_csrd_933_38d5b764","s2-1_02","disclosure of general approach in relation to respect for human rights relevant to value chain workers","sfdr","2 years","","ESRS S2","","narrative","s2-1","s2","","17a",""
"__export__.document_csrd_934_d2158f61","s2-1_03","disclosure of general approach in relation to engagement with value chain workers","sfdr","2 years","","ESRS S2","","narrative","s2-1","s2","","17b",""
"__export__.document_csrd_935_198c43c4","s2-1_04","disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts","sfdr","2 years","","ESRS S2","","narrative","s2-1","s2","","17 c",""
"__export__.document_csrd_936_98a390c2","s2-1_05","policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour","sfdr","2 years","","ESRS S2","","semi-narrative","s2-1","s2","","18",""
"__export__.document_csrd_937_daf8fd02","s2-1_06","undertaking has supplier code of conduct","sfdr","2 years","","ESRS S2","","semi-narrative","s2-1","s2","","18",""
"__export__.document_csrd_938_1e8848eb","s2-1_07","provisions in supplier codes of conudct are fully in line with applicable ilo standards","sfdr","2 years","","ESRS S2","","semi-narrative","s2-1","s2","v","ar 15",""
"__export__.document_csrd_939_131cf874","s2-1_08","disclosure of whether and how policies are aligned with relevant internationally recognised instruments","sfdr","2 years","","ESRS S2","","narrative","s2-1","s2","","19","ar 14"
"__export__.document_csrd_940_fca60c1f","s2-1_09","disclosure of extent and indication of nature of cases of non-respect of the un guiding principles on business and human rights, ilo declaration on fundamental principles and rights at work or oecd guidelines for multinational enterprises that involve value chain workers","sfdr + benchmark","2 years","","ESRS S2","","narrative","s2-1","s2","","19",""
"__export__.document_csrd_941_c57d66db","s2-1_10","disclosure of explanations of significant changes to policies adopted during reporting year","","2 years","","ESRS S2","","narrative","s2-1","s2","v","ar 12",""
"__export__.document_csrd_942_fe8fd613","s2-1_11","disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant","","2 years","","ESRS S2","","narrative","s2-1","s1","v","ar 16",""
"__export__.document_csrd_943_9427b1b0","s2.mdr-p_07-08","disclosures to be reported in case the undertaking has not adopted policies","","2 years","","ESRS S2","","","","esrs 2","","62",""
"__export__.document_csrd_944_0488b3ed","s2-2_01","disclosure of whether and how perspectives of value chain workers inform decisions or activities aimed at managing actual and potential  impacts","","2 years","","ESRS S2","","narrative","s2-2","s2","","22","ar 20"
"__export__.document_csrd_945_bd64bbf0","s2-2_02","engagement occurs with value chain workers or their legitimate
representatives directly, or with credible proxies","","2 years","","ESRS S2","conditional","semi-narrative","s2-2","s2","","22 a",""
"__export__.document_csrd_946_62ed71a0","s2-2_03","disclosure of stage at which engagement occurs, type of engagement and frequency of engagement","","2 years","","ESRS S2","conditional","narrative","s2-2","s2","","22 b","ar 18"
"__export__.document_csrd_947_c46be55f","s2-2_04","disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertakings approach","","2 years","","ESRS S2","conditional","narrative","s2-2","s2","","22 c","ar 17 - ar 18"
"__export__.document_csrd_948_ff5f7f4f","s2-2_05","disclosure of global framework agreement or other agreements related to respect of human rights of workers","","2 years","","ESRS S2","conditional","narrative","s2-2","s2","","22 d","ar 19"
"__export__.document_csrd_949_e3dcca6f","s2-2_06","disclosure of how effectiveness of engagement with value chain workers is assessed","","2 years","","ESRS S2","conditional","narrative","s2-2","s2","","22 e",""
"__export__.document_csrd_950_7b2aaaf5","s2-2_07","disclosure of steps taken to gain insight into perspectives of value chain workers that may be particularly vulnerable to impacts and (or) marginalised","","2 years","","ESRS S2","conditional","narrative","s2-2","s2","","23",""
"__export__.document_csrd_951_6ca372af","s2-2_08","statement in case the undertaking has not adopted a general process to engage with value chain workers","","2 years","","ESRS S2","conditional","narrative","s2-2","s2","","24",""
"__export__.document_csrd_952_3c8a1a2b","s2-2_09","disclosure of timeframe for adoption of general process to engage with  value chain workers  in case the undertaking has not adopted a general process for engagement","","2 years","","ESRS S2","conditional","narrative","s2-2","s2","v","24",""
"__export__.document_csrd_953_65cf0085","s2-3_01","disclosure of general approach to and processes for providing or contributing to remedy where undertaking has identified that it connected with a material negative impact on  value chain workers","","2 years","","ESRS S2","","narrative","s2-3","s2","","27 a","ar 21"
"__export__.document_csrd_954_e3bc0021","s2-3_02","disclosure of specific channels in place for value chain workers to raise concerns or needs directly with undertaking and have them addressed","","2 years","","ESRS S2","","narrative","s2-3","s2","","27 b","ar 22"
"__export__.document_csrd_955_92e64d2c","s2-3_03","disclosure of processes through which undertaking supports or requires availability of channels","","2 years","","ESRS S2","","narrative","s2-3","s2","","27 c",""
"__export__.document_csrd_956_6ace10e6","s2-3_04","disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured","","2 years","","ESRS S2","","narrative","s2-3","s2","","27 d","ar 27"
"__export__.document_csrd_957_bcb013ac","s2-3_05","disclosure of whether and how it is assessed that value chain workers are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed","","2 years","","ESRS S2","","narrative","s2-3","s2","","28","ar 26"
"__export__.document_csrd_958_846b91d5","s2-3_06","policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place","","2 years","","ESRS S2","","semi-narrative","s2-3","s2","","28","ar 25"
"__export__.document_csrd_959_f172ecea","s2-3_07","statement in case the undertaking has not adopted a channel for raising concerns","","2 years","","ESRS S2","","narrative","s2-3","s2","","29",""
"__export__.document_csrd_960_110cbeb4","s2-3_08","disclosure of timeframe for channel for raising concerns to be in place","","2 years","","ESRS S2","conditional","narrative","s2-3","s2","v","29",""
"__export__.document_csrd_961_406f7bd4","s2-3_09","disclosure of whether and how value chain workers are able to access channels at level of undertaking they are employed by or contracted to work for","","2 years","","ESRS S2","","narrative","s2-3","s2","v","ar 23",""
"__export__.document_csrd_962_fe9803c0","s2-3_10","third-party mechanisms are accessible to all workers","","2 years","","ESRS S2","","semi-narrative","s2-3","s2","v","ar 24",""
"__export__.document_csrd_963_f1ec6ca6","s2-3_11","grievances are treated confidentially and with respect to rights of privacy and data protection","","2 years","","ESRS S2","","semi-narrative","s2-3","s2","v","ar 25",""
"__export__.document_csrd_964_3525557c","s2-3_12","channels to raise concerns or needs allow for value chain workers to use them anonymously","","2 years","","ESRS S2","","semi-narrative","s2-3","s2","v","ar 25",""
"__export__.document_csrd_965_f1b2e160","s2.mdr-a_01-12","action plans and resources to manage its material impacts, risks, and opportunities related to value chain workers [see esrs 2 - mdr-a]","","2 years","","ESRS S2","","mdr-a","s2-4","s2","","31",""
"__export__.document_csrd_966_5b3e3f72","s2-4_01","description of action planned or underway to prevent, mitigate or remediate material negative impacts on  value chain workers","","2 years","","ESRS S2","","narrative","s2-4","s2","","32 a","ar 38"
"__export__.document_csrd_967_f97a10e3","s2-4_02","description of whether and how action to provide or enable remedy in relation to an actual material impact","","2 years","","ESRS S2","","narrative","s2-4","s2","","32 b",""
"__export__.document_csrd_968_4ddc9c2d","s2-4_03","description of additional initiatives or processes with primary purpose of delivering positive impacts for value chain workers","","2 years","","ESRS S2","","narrative","s2-4","s2","","32 c","ar 39"
"__export__.document_csrd_969_33077eb7","s2-4_04","description of how effectiveness of actions or initiatives in delivering outcomes for value chain workersis tracked and assessed","","2 years","","ESRS S2","","narrative","s2-4","s2","","32 d","ar 33 - ar 35"
"__export__.document_csrd_970_e416b866","s2-4_05","description of processes to identifying what action is needed and appropriate in response to particular actual or potential material negative impact on  value chain workers","","2 years","","ESRS S2","","narrative","s2-4","s2","","33 a","ar 29"
"__export__.document_csrd_971_5558e391","s2-4_06","description of approach to taking action in relation to specific material negative impacts on value chain workers","","2 years","","ESRS S2","","narrative","s2-4","s2","","33 b",""
"__export__.document_csrd_972_479c4d4f","s2-4_07","description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on  value chain workers  are available and effective in their implementation and outcomes","","2 years","","ESRS S2","","narrative","s2-4","s2","","33 c",""
"__export__.document_csrd_973_c15a8d0d","s2-4_08","description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on  value chain workers  and how effectiveness is tracked","","2 years","","ESRS S2","","narrative","s2-4","s2","","34 a","ar 40 - ar 41, ar 43"
"__export__.document_csrd_974_914f3e35","s2-4_09","description of what action is planned or underway to pursue material opportunities in relation to  value chain workers","","2 years","","ESRS S2","","narrative","s2-4","s2","","34 b",""
"__export__.document_csrd_975_5c29fa61","s2-4_10","disclosure of whether and how it is ensured that own practices do not cause or contribute to material negative impacts on value chain workers","","2 years","","ESRS S2","","narrative","s2-4","s2","","35","ar 32"
"__export__.document_csrd_976_7e3a736b","s2-4_11","disclosure of severe human rights issues and incidents connected to upstream and downstream value chain","sfdr","2 years","","ESRS S2","","narrative","s2-4","s2","","36",""
"__export__.document_csrd_977_e04f08af","s2-4_12","disclosure of resources allocated to management of material impacts","","2 years","","ESRS S2","","narrative","s2-4","s2","","38",""
"__export__.document_csrd_978_6600d70e","s2-4_13","disclosure of whether and how undertaking seeks to use leverage with relevant business relationships to manage material negative impacts affecting value chain workers","","2 years","","ESRS S2","","narrative","s2-4","s2","v","ar 30",""
"__export__.document_csrd_979_73092138","s2-4_14","disclosure of how participation in industry or multi-stakeholder initiative and undertaking's own involvement is aiming to address material impacts","","2 years","","ESRS S2","","narrative","s2-4","s2","v","ar 31",""
"__export__.document_csrd_980_71a59131","s2-4_15","disclosure of whether and how value chain workers and legitimate representatives or their credible proxies play role in decisions regarding design and implementation of programmes or processes","","2 years","","ESRS S2","","narrative","s2-4","s2","v","ar 36 a",""
"__export__.document_csrd_981_eef46c32","s2-4_16","information about intended or achieved positive outcomes of programmes or processes for  value chain workers","","2 years","","ESRS S2","","narrative","s2-4","s2","v","ar 36 b",""
"__export__.document_csrd_982_5ff73393","s2-4_17","initiatives or processes whose primary aim is to deliver positive impacts for  value chain workers  are designed also to support achievement of one or more of sustainable development goals","","2 years","","ESRS S2","","semi-narrative","s2-4","s2","v","ar 37",""
"__export__.document_csrd_983_86832cf4","s2-4_18","description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts","","2 years","","ESRS S2","","narrative","s2-4","s2","v","ar 44",""
"__export__.document_csrd_984_b1a2b0d1","s2.mdr-a_13-14","disclosures to be reported if the undertaking has not adopted actions","","2 years","","ESRS S2","","","","esrs 2","","62",""
"__export__.document_csrd_985_477be743","s2.mdr-t_01-13","targets set to manage material impacts, risks and opportunities related to value chain workers [see esrs 2 - mdr-t]","","2 years","","ESRS S2","","mdr-t","s2-5","s2","","41","ar 46 - ar 48"
"__export__.document_csrd_986_f8481f28","s2-5_01","disclosure of whether and how value chain workers , their legitimate representatives or credible proxies were engaged directly in setting targets","","2 years","","ESRS S2","","narrative","s2-5","s2","","42 a",""
"__export__.document_csrd_987_2d9d3ceb","s2-5_02","disclosure of whether and how value chain workers , their legitimate representatives or credible proxies were engaged directly in tracking performance against targets","","2 years","","ESRS S2","","narrative","s2-5","s2","","42 b",""
"__export__.document_csrd_988_d51a275a","s2-5_03","disclosure of whether and how value chain workers , their legitimate representatives or credible proxies were engaged directly in identifying lessons or improvements as result of undertaking’s performance","","2 years","","ESRS S2","","narrative","s2-5","s2","","42 c",""
"__export__.document_csrd_989_02c89862","s2-5_04","disclosure of intended outcomes to be achieved in lives of  value chain workers","","2 years","","ESRS S2","","narrative","s2-5","s2","v","ar 45 a",""
"__export__.document_csrd_990_18748ae7","s2-5_05","information about stability over time of target in terms of definitions and methodologies to enable comparability","","2 years","","ESRS S2","","narrative","s2-5","s2","v","ar 45 b",""
"__export__.document_csrd_991_45206b72","s2-5_06","disclosure of references to standards or commitments on which target is based","","2 years","","ESRS S2","","narrative","s2-5","s2","v","ar 45 c",""
"__export__.document_csrd_992_b0999b3d","s2.mdr-t_14-19","disclosures to be reported if the undertaking has not adopted targets","","2 years","","ESRS S2","","","","esrs 2","","81",""
"__export__.document_csrd_993_c56fcd6a","s3.sbm-3_01","all  affected communities who can be materially impacted by undertaking are included in scope of disclosure under esrs 2","","2 years","","ESRS S3","","semi-narrative","s3.sbm-3","s3","","9","ar 5 - ar 6"
"__export__.document_csrd_994_a072ffac","s3.sbm-3_02","description of types of affected communities subject to material impacts","","2 years","","ESRS S3","","narrative","s3.sbm-3","s3","","9 a)","ar 7"
"__export__.document_csrd_995_0baef957","s3.sbm-3_03","type of communities subject to material impacts by own operations or through value chain","","2 years","","ESRS S3","","semi-narrative","s3.sbm-3","s3","","9 a i-iv","ar 7"
"__export__.document_csrd_996_dc3fc156","s3.sbm-3_04","material negative impacts occurrence (affected communities)","","2 years","","ESRS S3","conditional","semi-narrative","s3.sbm-3","s3","","9 b",""
"__export__.document_csrd_997_77a60cc4","s3.sbm-3_05","description of activities that result in positive impacts and types of affected communities that are positively affected or could be positively affected","","2 years","","ESRS S3","conditional","narrative","s3.sbm-3","s3","","9 c",""
"__export__.document_csrd_998_13c34a1a","s3.sbm-3_06","description of material risks and opportunities arising from impacts and dependencies on  affected communities","","2 years","","ESRS S3","","narrative","s3.sbm-3","s3","","9 d",""
"__export__.document_csrd_999_cad7639e","s3.sbm-3_07","disclosure of whether and how the undertaking has developed an understanding of how affected communities with particular characteristics or those living in particular contexts, or those undertaking particular activities may be at greater risk of harm","","2 years","","ESRS S3","","narrative","s3.sbm-3","s3","","10",""
"__export__.document_csrd_1000_bf4febf8","s3.sbm-3_08","disclosure of which of material risks and opportunities arising from impacts and dependencies on affected communities are impacts on specific groups","","2 years","","ESRS S3","","narrative","s3.sbm-3","s3","","11","ar 8"
"__export__.document_csrd_1001_fe7e9c55","s3.mdr-p_01-06","policies to manage material impacts, risks and opportunities related to affected communities [see esrs 2 mdr-p]","","2 years","","ESRS S3","","mdr-p","s3-1","s3","","14",""
"__export__.document_csrd_1002_67de66f9","s3-1_01","disclosure of any  any particular policy provisions for preventing and addressing impacts on indigenous peoples","","2 years","","ESRS S3","","narrative","s3-1","s3","","15",""
"__export__.document_csrd_1003_83899d34","s3-1_02","description of relevant human rights policy commitments relevant to affected communities","sfdr","2 years","","ESRS S3","","narrative","s3-1","s3","","16",""
"__export__.document_csrd_1004_db572a40","s3-1_03","disclosure of general approach in relation to respect for human rights of communities, and indigenous peoples specifically","sfdr","2 years","","ESRS S3","","narrative","s3-1","s3","","16 a",""
"__export__.document_csrd_1005_e37a4bde","s3-1_04","disclosure of general approach in relation to engagement with affected communities","sfdr","2 years","","ESRS S3","","narrative","s3-1","s3","","16 b",""
"__export__.document_csrd_1006_7b8093af","s3-1_05","disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts","sfdr","2 years","","ESRS S3","","narrative","s3-1","s3","","16 c",""
"__export__.document_csrd_1007_ba4ed348","s3-1_06","disclosure of whether and how policies are aligned with relevant internationally recognised instruments","sfdr","2 years","","ESRS S3","","narrative","s3-1","s3","","17","ar 10"
"__export__.document_csrd_1008_1904fefe","s3-1_07","disclosure of extent and indication of nature of cases of non-respect of the un guiding principles on business and human rights, ilo declaration on fundamental principles and rights at work or oecd guidelines for multinational enterprises that involve affected communities","sfdr + benchmark","2 years","","ESRS S3","","narrative","s3-1","s3","","17",""
"__export__.document_csrd_1009_ac791ba8","s3-1_08","disclosure of explanations of significant changes to policies adopted during reporting year","","2 years","","ESRS S3","","narrative","s3-1","s3","v","ar 9",""
"__export__.document_csrd_1010_bf12557c","s3-1_09","disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant","","2 years","","ESRS S3","","narrative","s3-1","s3","v","ar 11",""
"__export__.document_csrd_1011_e23d966d","s3.mdr-p_07-08","disclosures to be reported in case the undertaking has not adopted policies","","2 years","","ESRS S3","","","","esrs 2","","62",""
"__export__.document_csrd_1012_c63e316a","s3-2_01","disclosure of whether and how perspectives of affected communities inform decisions or activities aimed at managing actual and potential impacts","","2 years","","ESRS S3","","narrative","s3-2","s3","","21","ar 16"
"__export__.document_csrd_1013_0cc943df","s3-2_02","engagement occurs with affected communities or their legitimate representatives directly, or with credible proxies","","2 years","","ESRS S3","conditional","semi-narrative","s3-2","s3","","21 a",""
"__export__.document_csrd_1014_55441015","s3-2_03","disclosure of stage at which engagement occurs, type of engagement and frequency of engagement","","2 years","","ESRS S3","conditional","narrative","s3-2","s3","","21 b","ar 15"
"__export__.document_csrd_1015_0b46a691","s3-2_04","disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertakings approach","","2 years","","ESRS S3","conditional","narrative","s3-2","s3","","21 c","ar 14 - ar 15"
"__export__.document_csrd_1016_2719088b","s3-2_05","disclosure of how the undertaking assesses the effectiveness of its engagement with affected communities","","2 years","","ESRS S3","conditional","narrative","s3-2","s3","","21 d",""
"__export__.document_csrd_1017_4188643c","s3-2_06","disclosure of steps taken to gain insight into perspectives of  affected communities hat may be particularly vulnerable to impacts and (or) marginalised","","2 years","","ESRS S3","conditional","narrative","s3-2","s3","","22",""
"__export__.document_csrd_1018_7a9bc4d1","s3-2_07","disclosure of whether and how the undertaking takes into account and ensures respect of particular rights of indigenous peoples in its stakeholder engagement approach","","2 years","","ESRS S3","conditional","narrative","s3-2","s3","","23","ar 13"
"__export__.document_csrd_1019_9b229885","s3-2_08","statement in case the undertaking has not adopted a general process to engage with affected communities","","2 years","","ESRS S3","conditional","narrative","s3-2","s3","","24",""
"__export__.document_csrd_1020_e3645775","s3-2_09","disclosure of timeframe for adoption of general process to engage with affected communities in case the undertaking has not adopted a general process for engagement","","2 years","","ESRS S3","conditional","narrative","s3-2","s3","v","24",""
"__export__.document_csrd_1021_3ed1c4c1","s3-3_10","disclosure of general approach to and processes for providing or contributing to remedy where undertaking has identified that it connected with a material negative impact on affected communities","","2 years","","ESRS S3","","narrative","s3-3","s3","","27 a","ar 17, ar 22"
"__export__.document_csrd_1022_ea85be47","s3-3_11","disclosure of specific channels in place for affected communities to raise concerns or needs directly with undertaking and have them addressed","","2 years","","ESRS S3","","narrative","s3-3","s3","","27 b","ar 18"
"__export__.document_csrd_1023_a7524399","s3-3_12","disclosure of processes through which undertaking supports or requires availability of channels","","2 years","","ESRS S3","","narrative","s3-3","s3","","27 c",""
"__export__.document_csrd_1024_f7d4da0e","s3-3_13","disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured","","2 years","","ESRS S3","","narrative","s3-3","s3","","27 d","ar 24"
"__export__.document_csrd_1025_ad4a3285","s3-3_14","disclosure of whether and how it is assessed that affected communities are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed","","2 years","","ESRS S3","","narrative","s3-3","s3","","28","ar 23"
"__export__.document_csrd_1026_c6deefa9","s3-3_15","policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place","","2 years","","ESRS S3","","semi-narrative","s3-3","s3","","28",""
"__export__.document_csrd_1027_46eae2fe","s3-3_16","statement in case the undertaking has not adopted a general process to engage with affected communities","","2 years","","ESRS S3","conditional","narrative","s3-3","s3","","29",""
"__export__.document_csrd_1028_919df616","s3-3_17","disclosure of timeframe for channel or processes for raising concerns to be in place","","2 years","","ESRS S3","conditional","narrative","s3-3","s3","v","29",""
"__export__.document_csrd_1029_0e0ca3e2","s3-3_18","disclosure of whether and how affected communities are able to access channels at level of undertaking they are affected by","","2 years","","ESRS S3","","narrative","s3-3","s3","v","ar 19",""
"__export__.document_csrd_1030_7c4ec7ef","s3-3_19","third-party mechanisms are accessible to all affected communities","","2 years","","ESRS S3","","semi-narrative","s3-3","s3","v","ar 20",""
"__export__.document_csrd_1031_9bcd763d","s3-3_20","grievances are treated confidentially and with respect to rights of privacy and data protection","","2 years","","ESRS S3","","semi-narrative","s3-3","s3","v","ar 21",""
"__export__.document_csrd_1032_ac2e88c4","s3-3_21","affected communities   are allowed to use anonymously channels to raise concerns or needs","","2 years","","ESRS S3","","semi-narrative","s3-3","s3","v","ar 21",""
"__export__.document_csrd_1033_9f7938b1","s3.mdr-a_01-12","action plans and resources to manage its material impacts, risks, and opportunities related to affected communities [see esrs 2 - mdr-a]","","2 years","","ESRS S3","","mdr-a","s3-4","s3","","31",""
"__export__.document_csrd_1034_626ca3c2","s3-4_01","description of action taken, planned or underway to prevent, mitigate or remediate material negative impacts on affected communities","","2 years","","ESRS S3","","narrative","s3-4","s3","","32 a","ar 28 - ar 29, ar 36"
"__export__.document_csrd_1035_2be4063c","s3-4_02","description of whether and how the undertaking has taken action to provide or enable remedy in relation to an actual material impact","","2 years","","ESRS S3","","narrative","s3-4","s3","","32 b",""
"__export__.document_csrd_1036_09087492","s3-4_03","description of additional initiatives or processes with primary purpose of delivering positive impacts for affected communities","","2 years","","ESRS S3","","narrative","s3-4","s3","","32 c","ar 37"
"__export__.document_csrd_1037_c31f92d7","s3-4_04","description of how effectiveness of actions or initiatives in delivering outcomes for affected communities is tracked and assessed","","2 years","","ESRS S3","","narrative","s3-4","s3","","32 d","ar 31 - ar 33"
"__export__.document_csrd_1038_2c33dcc7","s3-4_05","description of processes to identifying what action is needed and appropriate in response to particular actual or potential material negative impact on affected communities","","2 years","","ESRS S3","","narrative","s3-4","s3","","33 a","ar 26"
"__export__.document_csrd_1039_ed3e6c93","s3-4_06","description of approach to taking action in relation to specific material negative impacts on affected communities","","2 years","","ESRS S3","","narrative","s3-4","s3","","33 b",""
"__export__.document_csrd_1040_8e1b9a24","s3-4_07","description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on affected communities are available and effective in their implementation and outcomes","","2 years","","ESRS S3","","narrative","s3-4","s3","","33 c",""
"__export__.document_csrd_1041_4369cdf6","s3-4_08","description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on affected communities and how effectiveness is tracked","","2 years","","ESRS S3","","narrative","s3-4","s3","","34 a","ar 38 - ar 40, ar 42"
"__export__.document_csrd_1042_65910cd5","s3-4_09","description of what action is planned or underway to pursue material opportunities in relation to affected communities","","2 years","","ESRS S3","","narrative","s3-4","s3","","34 b",""
"__export__.document_csrd_1043_25399b2d","s3-4_10","disclosure of whether and how it is ensured that own practices do not cause or contribute to material negative impacts on affected communities","","2 years","","ESRS S3","","narrative","s3-4","s3","","35","ar 30"
"__export__.document_csrd_1044_7ac42709","s3-4_11","disclosure of severe human rights issues and incidents connected to affected communities","sfdr","2 years","","ESRS S3","","narrative","s3-4","s3","","36",""
"__export__.document_csrd_1045_95e599df","s3-4_12","disclosure of resources allocated to management of material impacts","","2 years","","ESRS S3","","narrative","s3-4","s3","","38",""
"__export__.document_csrd_1046_5729ffb0","s3-4_13","disclosure of whether and how undertaking seeks to use leverage with relevant business relationships to manage material negative impacts affecting  affected communities","","2 years","","ESRS S3","","narrative","s3-4","s3","v","ar 27",""
"__export__.document_csrd_1047_8a4db29f","s3-4_14","disclosure of how participation in industry or multi-stakeholder initiative and undertaking's own involvement is aiming to address material impacts","","2 years","","ESRS S3","","narrative","s3-4","s3","v","ar 28",""
"__export__.document_csrd_1048_b61a145f","s3-4_15","disclosure of whether and how affected communities  play role in decisions regarding design and implementation of programmes or investments","","2 years","","ESRS S3","","narrative","s3-4","s3","v","ar 34 a",""
"__export__.document_csrd_1049_a3de23a2","s3-4_16","information about intended or achieved positive outcomes of programmes or investments for  affected communities","","2 years","","ESRS S3","","narrative","s3-4","s3","v","ar 34 b",""
"__export__.document_csrd_1050_ad6d64ee","s3-4_17","explanation of the approximate scope of affected communities covered by the described social investment or development programmes, and, where applicable, the rationale for why selected communities were chosen","","2 years","","ESRS S3","","narrative","s3-4","s3","v","ar 34 c",""
"__export__.document_csrd_1051_afe6f44d","s3-4_18","initiatives or processes whose primary aim is to deliver positive impacts for affected communities are designed also to support achievement of one or more of sustainable development goals","","2 years","","ESRS S3","","semi-narrative","s3-4","s3","v","ar 35",""
"__export__.document_csrd_1052_3da26124","s3-4_19","description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts","","2 years","","ESRS S3","","narrative","s3-4","s3","v","ar 43",""
"__export__.document_csrd_1053_fe5baab0","s3.mdr-a_13-14","disclosures to be reported if the undertaking has not adopted actions","","2 years","","ESRS S3","","","","esrs 2","","62",""
"__export__.document_csrd_1054_4884d726","s3.mdr-t_01-13","targets set to manage material impacts, risks and opportunities related to affected communities [see esrs 2 - mdr-t]","","2 years","","ESRS S3","","mdr-t","s3-5","s3","","41","ar 45 -ar 47"
"__export__.document_csrd_1055_0bf3bd8a","s3-5_01","disclosure of whether and how affected communities were engaged directly in setting targets","","2 years","","ESRS S3","","narrative","s3-5","s3","","42 a",""
"__export__.document_csrd_1056_014eb2fa","s3-5_02","disclosure of whether and how affected communities  were engaged directly in tracking performance against targets","","2 years","","ESRS S3","","narrative","s3-5","s3","","42 b",""
"__export__.document_csrd_1057_2f440ea2","s3-5_03","disclosure of whether and how affected communities  were engaged directly in identifying lessons or improvements as result of undertaking’s performance","","2 years","","ESRS S3","","narrative","s3-5","s3","","42 c",""
"__export__.document_csrd_1058_39d41e2e","s3-5_04","disclosure of intended outcomes to be achieved in lives of  affected communities","","2 years","","ESRS S3","","narrative","s3-5","s3","v","ar 44 a",""
"__export__.document_csrd_1059_3a4da617","s3-5_05","information about stability over time of target in terms of definitions and methodologies to enable comparability","","2 years","","ESRS S3","","narrative","s3-5","s3","v","ar 44 b",""
"__export__.document_csrd_1060_5f12225e","s3-5_06","disclosure of references to standards or commitments on which target is based","","2 years","","ESRS S3","","narrative","s3-5","s3","v","ar 44 c",""
